handle,video_id,title,published_at,live_broadcast_content,actual_start_time,actual_end_time,scheduled_start_time,duration_hours,view_count,like_count,comment_count
@IchijouRirika,z82-cAJeI9U,【#4 ポケモン銀】懐かしすぎて爆発してる ポケットモンスター金・銀シリーズ楽しむ！！！ゲームボーイカラー！？【一条莉々華/hololive DEV_IS ReGLOSS】,2025-08-23T10:13:12Z,none,2025-08-23T04:02:49Z,2025-08-23T09:56:13Z,2025-08-23T04:00:00Z,5.89,72393,4434,106
@IchijouRirika,Yf7nb9ahrsE,【ChatGPT】自分の'本質'、知りたくない？SM診断【一条莉々華/hololive DEV_IS　ReGLOSS】,2025-08-21T14:17:01Z,none,2025-08-21T12:01:37Z,2025-08-21T13:55:42Z,2025-08-21T12:00:00Z,1.9,78922,6253,182
@IchijouRirika,KzvglqkwZM8,【日本事故物件監視協会 】※閲覧注意　異常が発生しました 奏を生贄にすることになりました【一条莉々華/hololive DEV_IS ReGLOSS】,2025-08-20T13:47:19Z,none,2025-08-20T12:03:23Z,2025-08-20T13:40:06Z,2025-08-20T12:00:00Z,1.61,143332,9191,141
@IchijouRirika,3SeKxtUuZdA,【月曜定期雑談】ゆるっと一週間がんばるための定期雑談～！！#3【一条莉々華/hololive DEV_IS ReGLOSS】,2025-08-18T17:53:27Z,none,2025-08-18T14:01:01Z,2025-08-18T17:42:13Z,2025-08-18T14:00:00Z,3.69,46604,4989,117
@ShiroganeNoel,elyxJvZwMZQ,【#ホロマイクラ人狼RPG】マイクラで人狼ゲーム！？前回に引き続きお誘いありがとう～！楽しむぞおお✨【白銀ノエル/ホロライブ】,2025-08-24T13:04:52Z,none,2025-08-24T11:00:25Z,2025-08-24T12:55:49Z,2025-08-24T11:00:00Z,1.92,78505,6006,65
@ShiroganeNoel,Z8dBYfWJr64,【朝活雑談】今日は1時間限定ッ👀💡おはまっするさんでーッッ🌞✨【白銀ノエル/ホロライブ】,2025-08-24T02:24:11Z,none,2025-08-24T01:01:35Z,2025-08-24T02:19:42Z,2025-08-24T01:00:00Z,1.3,72607,6699,67
@ShiroganeNoel,C5MMY9-eWFo,【#ノエぺこ】七夕カジノご褒美！ぺこらっちょ宅でオフコラボ＆手料理ぺこまっする🍳✨【白銀ノエル/ホロライブ】,2025-08-21T12:10:43Z,none,2025-08-21T11:02:08Z,2025-08-21T12:05:36Z,2025-08-21T11:00:00Z,1.06,295227,15529,128
@ShiroganeNoel,v4bR8rbid80,【縦型歌枠】前回の歌枠リベンジ！お昼にちょいと歌いたい気分🎶【白銀ノエル/ホロライブ】,2025-08-20T06:49:50Z,none,2025-08-20T03:00:59Z,2025-08-20T06:32:25Z,2025-08-20T03:00:00Z,3.52,309038,13599,112
@AiraniIofifteen,qjtinO_EW7Y,【Honor of Kings】NEW MANGA SKIN COLLAB!【 iofi / hololiveID 】,2025-08-24T10:25:54Z,none,2025-08-24T07:59:58Z,2025-08-24T10:13:14Z,2025-08-24T08:00:00Z,2.22,14324,2162,12
@AiraniIofifteen,kd5r2rbnS7E,KUDAHSYAT! UMAZING! Merdeka Cup 2025 Watchalong【 iofi / hololiveID 】,2025-08-24T08:04:57Z,none,2025-08-24T05:26:06Z,2025-08-24T07:54:21Z,2025-08-24T05:30:00Z,2.47,21927,2906,22
@AiraniIofifteen,7Fqn3kZHNkk,【Honor of Kings】IKL Fall 2025! Kagendra VS Dominator With @taraartsgameindonesia,2025-08-23T16:33:04Z,none,2025-08-23T13:22:12Z,2025-08-23T15:59:05Z,2025-08-23T13:30:00Z,2.61,26235,2935,27
@AiraniIofifteen,YtLKFpzVdfc,【Monster Hunter Wilds】LET'S HUNT! RRAAAAAHHHHHHH!!!【 iofi / hololiveID 】,2025-08-23T13:22:00Z,none,2025-08-23T10:00:54Z,2025-08-23T13:09:20Z,2025-08-23T10:00:00Z,3.14,17393,2805,11
@ShirakamiFubuki,l4yEXVY2E7o,【R.E.P.O.】#バカタレサーカス　突発REPO【ホロライブ/白上フブキ】,2025-08-24T18:17:08Z,none,2025-08-24T13:11:53Z,2025-08-24T18:03:41Z,2025-08-24T13:10:00Z,4.86,186358,9613,52
@ShirakamiFubuki,Qmo3Q53CFDg,【 #ホロマイクラ人狼RPG 】フブちゃんは✨️清く✨️正しく✨️誠実✨️な村人DEATH☆(ゝω･)vｷｬ【白上フブキ視点/ホロライブ】,2025-08-24T13:09:06Z,none,2025-08-24T10:59:43Z,2025-08-24T12:58:47Z,2025-08-24T11:00:00Z,1.98,134315,8222,71
@ShirakamiFubuki,bOZ_AO23Dp0,【孤独なインディーゲーム開発者の一生DEMO】　全ては貴方の選択次第です　【ホロライブ/白上フブキ】,2025-08-24T09:55:33Z,none,2025-08-24T06:00:17Z,2025-08-24T09:14:49Z,2025-08-24T06:00:00Z,3.24,122710,7855,58
@ShirakamiFubuki,taUBIzTWgms,【＃６】　星のカービィ ディスカバリー/Kirby and the Forgotten Land　【ホロライブ/白上フブキ】,2025-08-23T11:58:36Z,none,2025-08-23T09:00:24Z,2025-08-23T11:47:23Z,2025-08-23T09:00:00Z,2.78,83421,5916,78
@ShirakamiFubuki,UN8lghVkeY0,【 #ホロ7DTDハード】DAY11　わーい雪だぁ～やったー！！！　雪原バイオーム編【ホロライブ/白上フブキ】,2025-08-22T16:53:52Z,none,2025-08-22T12:57:55Z,2025-08-22T16:27:35Z,2025-08-22T13:00:00Z,3.49,158932,8041,64
@ShirakamiFubuki,8ejnysP9kZc,【R.E.P.O.】制限時間２時間の真剣勝負！！！　#ソロREPO並走【ホロライブ/白上フブキ】,2025-08-21T13:23:33Z,none,2025-08-21T10:59:35Z,2025-08-21T13:13:25Z,2025-08-21T11:00:00Z,2.23,134995,7591,72
@ShirakamiFubuki,tM_Tt3Bbe6Q,【 #ホロ突発アモアス】宇宙船で仲良く楽しくれっつごぉーーーっっ【ホロライブ/白上フブキ】,2025-08-19T14:52:34Z,none,2025-08-19T13:45:09Z,2025-08-19T14:43:42Z,2025-08-19T13:45:00Z,0.98,127232,7442,118
@InugamiKorone,Ryo9nm7WDG8,#7【ELDEN RING】フロムゲー初心者、「エルデンリング」のクリアを目指す旅！！！【戌神ころね】※ネタバレあり,2025-08-24T11:04:44Z,none,2025-08-24T04:11:24Z,2025-08-24T10:38:51Z,2025-08-24T04:00:00Z,6.46,409991,13357,67
@InugamiKorone,G9DRIimmUkM,#6【ELDEN RING】フロムゲー初心者、「エルデンリング」のクリアを目指す旅！！！【戌神ころね】※ネタバレあり,2025-08-23T11:39:44Z,none,2025-08-23T04:00:33Z,2025-08-23T11:12:39Z,2025-08-23T04:00:00Z,7.2,392588,13125,85
@InugamiKorone,pUUE2FFDLmM,#4【ウマ娘】メインストーリーやるぞ！ 【プリティーダービー】～第１部‐第１章＆第２章～,2025-08-21T15:53:18Z,none,2025-08-21T11:00:27Z,2025-08-21T15:39:49Z,2025-08-21T11:00:00Z,4.66,204274,10453,93
@InugamiKorone,x6ePAyB1XZ4,【Fork Road / 丁字路】2択ホラー！？【戌神ころね】【】【】,2025-08-20T14:50:26Z,none,2025-08-20T12:00:41Z,2025-08-20T14:36:26Z,2025-08-20T12:00:00Z,2.6,178849,10782,95
@OozoraSubaru,ixnW1oLmFEU,【カメラ枠】ホロカ大開封しゅばあああああああああああああああああああ！！！！！【ホロライブ/大空スバル】,2025-08-19T13:22:15Z,none,2025-08-19T11:00:43Z,2025-08-19T13:13:00Z,2025-08-19T11:00:00Z,2.2,353248,13987,126
@TokinoSora,yNeeU8lFPYs,【Minecraft】釣り雑談【ホロライブ/ときのそら】,2025-08-24T16:28:56Z,none,2025-08-24T14:02:59Z,2025-08-24T16:20:36Z,2025-08-24T14:00:00Z,2.29,57109,5863,34
@TokinoSora,sg9kLmbrQiA,【ネタバレ注意】都市伝説解体センター～なぞはわかるのか～【ホロライブ/ときのそら】,2025-08-24T09:06:35Z,none,2025-08-24T06:09:41Z,2025-08-24T08:29:17Z,2025-08-24T06:00:00Z,2.33,31129,4318,33
@TokinoSora,Ie0_Iybn5ic,【歌】そらセレクションオリ曲のエモ楽曲歌います！【ホロライブ/ときのそら】,2025-08-23T02:49:59Z,none,2025-08-23T01:02:31Z,2025-08-23T02:34:41Z,2025-08-23T01:00:00Z,1.54,41235,6565,72
@TokinoSora,50_wEZ4qQSI,【雑談】小声で歌ったり、オリジナル曲わたし的テーマ別紹介【ホロライブ/ときのそら】,2025-08-22T17:19:14Z,none,2025-08-22T14:03:44Z,2025-08-22T17:07:32Z,2025-08-22T14:00:00Z,3.06,43125,5901,45
@TokinoSora,D-Cn6hCBZgw,【Minecraft】まったりマイクラ【ホロライブ/ときのそら】,2025-08-21T16:42:39Z,none,2025-08-21T14:03:21Z,2025-08-21T16:30:56Z,2025-08-21T14:00:00Z,2.46,70575,6958,44
@TokinoSora,djKC3JUSAwc,【首都高バトル】さぁ、運転するか・・・【ホロライブ/ときのそら】,2025-08-19T16:34:00Z,none,2025-08-19T14:02:09Z,2025-08-19T16:24:56Z,2025-08-19T14:00:00Z,2.38,59585,6378,70
@holoen_raorapanthera,Hv_55sjQKGI,【GRWM✈️】Time to pack my bags… America here I come! HELP ME!!!🧳,2025-08-20T03:49:21Z,none,2025-08-20T01:01:42Z,2025-08-20T03:40:24Z,2025-08-20T01:00:00Z,2.65,48405,6641,44
@TakanashiKiara,BzLABH-CZkw,【CONTRABAND POLICE】weewooweewoo!! #kfp #キアライブ,2025-08-20T20:48:20Z,none,2025-08-20T16:03:06Z,2025-08-20T20:34:00Z,2025-08-20T16:00:00Z,4.51,53526,6661,59
@TakanashiKiara,U3fWa4piSzU,【BLUE PRINCE】The Sanctum Keys shall be MINE!!!! #kfp #キアライブ,2025-08-19T22:53:38Z,none,2025-08-19T15:04:18Z,2025-08-19T22:34:59Z,2025-08-19T15:00:00Z,7.51,44311,6148,59
@TakanashiKiara,SfbfA9Ckkmg,【Uma Musume: Pretty Derby】new career; new deer! uh; horse! #kfp,2025-08-18T22:35:21Z,none,2025-08-18T17:04:36Z,2025-08-18T22:19:10Z,2025-08-18T17:00:00Z,5.24,81787,7536,60
@OokamiMio,fkQe2u2nDig,【 #朝ミオ 】真夏の朝！月曜日だよ～！おはみぉーん☀,2025-08-24T23:51:59Z,none,2025-08-24T22:30:56Z,2025-08-24T23:47:59Z,2025-08-24T22:30:00Z,1.28,94928,8138,54
@OokamiMio,HMRPG1T5Zek,【 #ホロ7DTDハード 】雪原サバイバル！どう襲撃を乗り越えるのか？【大神ミオ視点】,2025-08-22T16:42:13Z,none,2025-08-22T13:01:04Z,2025-08-22T16:28:02Z,2025-08-22T13:00:00Z,3.45,118045,6943,52
@OokamiMio,GAkwPTEwcGs,【 告知あり 】エアホッケーで勝たないと告知できないって本当ですか？【 大神ミオ / 猫又おかゆ 】,2025-08-21T11:06:26Z,none,2025-08-21T10:03:09Z,2025-08-21T11:01:55Z,2025-08-21T10:00:00Z,0.98,168695,10428,71
@OokamiMio,5_ikfCvOz1A,【 #ホロ7DTDハード 】ついに雪原へリベンジ・・！初めてのバイオーム！【大神ミオ視点】,2025-08-20T15:59:58Z,none,2025-08-20T13:01:57Z,2025-08-20T15:37:28Z,2025-08-20T13:00:00Z,2.59,93432,6746,49
@OokamiMio,vHe_6_LbBLI,【生誕企画】大神ミオはおもてなししたいっ！あやめとルイにおもてなししてみた！,2025-08-20T12:01:18Z,none,2025-08-20T11:00:28Z,2025-08-20T11:56:13Z,2025-08-20T11:00:00Z,0.93,285666,21019,187
@OokamiMio,8pqnnPGpGtE,【㊗】お誕生日カウントダウン！！！【 ホロライブ / 大神ミオ 】,2025-08-19T15:36:54Z,none,2025-08-19T14:47:54Z,2025-08-19T15:30:10Z,2025-08-19T14:45:00Z,0.7,108753,12131,208
@OokamiMio,qGLYc6dQKcM,【Among Us】突発！！！！！！アモアス大神ミオ視点【久しぶり】,2025-08-19T14:47:12Z,none,2025-08-19T13:48:01Z,2025-08-19T14:43:24Z,2025-08-19T13:45:00Z,0.92,67323,5450,43
@OokamiMio,cX-Wir_k3cE,【告知あり！】あずみぉーんのマシュマロ雑談 inミオ宅【 ホロライブ / 大神ミオ・AZKi 】,2025-08-18T11:13:47Z,none,2025-08-18T10:02:05Z,2025-08-18T11:09:44Z,2025-08-18T10:00:00Z,1.13,215263,15787,115
@Robocosan,eTiL7zlfIho,【 朝活】もぐもぐEAT TALK TIME　【ホロライブ/ ロボ子さん】,2025-08-24T01:54:37Z,none,2025-08-24T00:01:24Z,2025-08-24T01:47:57Z,2025-08-24T00:00:00Z,1.78,44200,7153,49
@Robocosan,iHwAdYKZMZE,【 Poppy Playtime２👻 】怖い工場に出戻りしました…いつかドーイに会うために… 【ホロライブ/ ロボ子さん】,2025-08-23T09:27:57Z,none,2025-08-23T06:00:25Z,2025-08-23T09:14:15Z,2025-08-23T06:00:00Z,3.23,31633,5468,52
@Robocosan,UaTjJksGUps,【 VALORANT 】新シーズン！！新スキンが可愛すぎてまいります🐰XX　【ホロライブ/ ロボ子さん】,2025-08-22T10:12:08Z,none,2025-08-22T06:02:37Z,2025-08-22T09:54:40Z,2025-08-22T06:00:00Z,3.87,46528,6351,40
@Robocosan,6BeTy2IL8sI,【👿 告知付き👼】再会のアソビ大全全力バトル👊 ＃でろぼっこらぼ 【ホロライブ/ ロボ子さん にじさんじ/樋口楓】,2025-08-21T13:18:12Z,none,2025-08-21T12:01:03Z,2025-08-21T13:09:20Z,2025-08-21T12:00:00Z,1.14,76854,6776,58
@Robocosan,X8PExNoApDk,【 #ホロ7DTDハード 】DAY５ 今度こそ雪山にひっこしだ～～～！！！さっぶ～！！　【ホロライブ/ ロボ子さん】,2025-08-20T15:49:09Z,none,2025-08-20T12:59:55Z,2025-08-20T15:38:41Z,2025-08-20T13:00:00Z,2.65,26651,4832,39
@Robocosan,IsF2ACHxPmY,【 VALORANT 】遊びにきたんだぁよ　【ホロライブ/ ロボ子さん】,2025-08-20T11:28:43Z,none,2025-08-20T07:32:42Z,2025-08-20T11:12:43Z,2025-08-20T07:30:00Z,3.67,57464,7176,38
@Robocosan,2TkYQeYVWd0,【 #ホロ突発アモアス】ボクは怖いインポスターじゃないよ【ホロライブ/ ロボ子さん】,2025-08-19T14:50:21Z,none,2025-08-19T13:45:04Z,2025-08-19T14:45:53Z,2025-08-19T13:45:00Z,1.01,25701,3555,56
@Robocosan,1v4DMjUqn2A,【 日本事故物件監視協会 -Japan Stigmatized Property- 】高性能なこのボクが監視してあげますよ！ｧｨ…👻 【ホロライブ/ ロボ子さん】,2025-08-19T09:49:01Z,none,2025-08-19T06:04:32Z,2025-08-19T09:36:05Z,2025-08-19T06:00:00Z,3.53,81187,9469,54
@TodorokiHajime,LRLlKxc_yEs,＃4【JUDGE EYES：死神の遺言】初見でいくジャッジアイズ！6章途中から！【轟はじめ/ReGLOSS】※ネタバレあり,2025-08-24T14:27:49Z,none,2025-08-24T09:00:17Z,2025-08-24T14:00:04Z,2025-08-24T09:00:00Z,5.0,99655,5018,64
@TodorokiHajime,VRqk5sIJ2hM,＃3【JUDGE EYES：死神の遺言】初見でいくジャッジアイズ！4章から！【轟はじめ/ReGLOSS】※ネタバレあり,2025-08-23T15:35:26Z,none,2025-08-23T09:00:29Z,2025-08-23T15:16:17Z,2025-08-23T09:00:00Z,6.26,110199,5337,70
@AkiRosenthal,Pa-mkg-F9mc,【チームファイト タクティクス】大会本番！最速でTFTを学ぶイベント「FAST8」#3【ホロライブ/アキロゼ】,2025-08-24T14:48:21Z,none,2025-08-24T08:58:11Z,2025-08-24T14:24:56Z,2025-08-24T09:00:00Z,5.45,58282,4094,15
@AkiRosenthal,ux72wczZ4P8,【チームファイト タクティクス】スクリム！最速でTFTを学ぶイベント「FAST8」#2【ホロライブ/アキロゼ】,2025-08-23T19:13:59Z,none,2025-08-23T09:55:08Z,2025-08-23T18:51:03Z,2025-08-23T10:00:00Z,8.93,57674,4098,13
@AkiRosenthal,bnVpHxLcdb0,【チームファイト タクティクス】最速でTFTを学ぶイベント「FAST8」はじまる！【ホロライブ/アキロゼ】,2025-08-22T18:15:29Z,none,2025-08-22T09:50:08Z,2025-08-22T17:50:45Z,2025-08-22T10:00:00Z,8.01,81293,5133,23
@AkiRosenthal,grVbrq1y9_g,アキちょこナイトパレット第1回～ホロライブ深夜ラジオ～,2025-08-18T15:14:58Z,none,2025-08-18T14:40:52Z,2025-08-18T15:12:28Z,2025-08-18T14:40:00Z,0.53,50372,7291,49
@NatsuiroMatsuri,1IUgT__sr5E,【歌枠】バラード【ホロライブ/夏色まつり】,2025-08-24T17:11:03Z,none,2025-08-24T15:59:53Z,2025-08-24T17:05:57Z,2025-08-24T16:00:00Z,1.1,34287,4928,39
@NatsuiroMatsuri,I2zPBi9hLG0,【 APEX 】ハセまつりでえっさほいさ！！！【ホロライブ/夏色まつり】,2025-08-23T13:11:05Z,none,2025-08-23T08:00:05Z,2025-08-23T12:48:34Z,2025-08-23T08:00:00Z,4.81,59910,4373,18
@NatsuiroMatsuri,7XX6KRaL718,【#ソロREPO並走 】森の館はスキップで！！【ホロライブ/夏色まつり】,2025-08-21T13:38:56Z,none,2025-08-21T10:58:45Z,2025-08-21T13:10:54Z,2025-08-21T11:00:00Z,2.2,46687,4200,28
@NatsuiroMatsuri,w6jpioEUNVA,【歌枠】おひるにうたうよ～！！【ホロライブ/夏色まつり】,2025-08-19T08:01:04Z,none,2025-08-19T06:34:22Z,2025-08-19T07:55:36Z,2025-08-20T06:30:00Z,1.35,67333,5557,25
@HakuiKoyori,5AL4Qy-AhxA,【 #ホロマイクラ人狼RPG 】帰ってきた！マイクラで人狼ゲーム！あの有名な人狼RPGをホロメンで遊ぶ！！！【博衣こより視点/ホロライブ】,2025-08-24T13:04:55Z,none,2025-08-24T10:59:13Z,2025-08-24T12:55:55Z,2025-08-24T11:00:00Z,1.95,99619,7798,114
@HakuiKoyori,hmfARCFZrdU,【うたわれるもの 二人の白皇】完全初見！みなさ～ん！うたわれるもの最終章ですよ～～～！！！ #5 【博衣こより/ホロライブ】,2025-08-24T09:47:28Z,none,2025-08-24T01:59:55Z,2025-08-24T09:23:39Z,2025-08-24T02:00:00Z,7.4,158856,6115,45
@HakuiKoyori,25GzuIuYjS0,【 切り抜き鑑賞＆ルール説明回 】明日の #ホロマイクラ人狼RPG をもっと楽しむための回！！！【博衣こより/ホロライブ】,2025-08-23T12:32:33Z,none,2025-08-23T10:00:25Z,2025-08-23T12:22:02Z,2025-08-23T10:00:00Z,2.36,147084,7727,76
@HakuiKoyori,77ljsORjvks,【うたわれるもの 二人の白皇】完全初見！傾国こわい何もかもうまくいけええええええ！！！ #4 【博衣こより/ホロライブ】,2025-08-23T09:23:36Z,none,2025-08-23T02:00:07Z,2025-08-23T08:54:27Z,2025-08-23T02:00:00Z,6.91,146885,6075,70
@HakuiKoyori,sHBXJI4qfVE,【初代マリオ並走バトル】へたっぴマリオ仲間！？石神のぞみちゃんとマリオ並走バトル！！！🎮🔥 #こよのぞマリオ並走 【博衣こより視点/ホロライブ】,2025-08-22T13:32:16Z,none,2025-08-22T10:59:17Z,2025-08-22T13:22:45Z,2025-08-22T11:00:00Z,2.39,111487,6741,64
@HakuiKoyori,0vsdnvL4JKs,【ドラゴンボールZ KAKAROT】夏だ！初見だ！ドラゴンボールだ！魔人ブウ編後編！！！！！！！ #7 【博衣こより/ホロライブ】※ネタバレあり,2025-08-21T16:15:12Z,none,2025-08-21T10:00:15Z,2025-08-21T15:43:27Z,2025-08-21T10:00:00Z,5.72,214602,8317,88
@HakuiKoyori,oxWPvsUb_3Y,【日本事故物件監視協会 】実在する事故物件の監視・・・3人でやれば怖くない説 #KoZMy 【AZKi・雪花ラミィ・博衣こより/ホロライブ】,2025-08-20T12:17:12Z,none,2025-08-20T10:29:43Z,2025-08-20T12:11:15Z,2025-08-20T10:30:00Z,1.69,360437,17241,113
@HakuiKoyori,DVirOoXH2DA,【ドラゴンボールZ KAKAROT】夏だ！初見だ！ドラゴンボールだ！魔人ブウ編はじまるぞおおおおおお！！！！！ #6 【博衣こより/ホロライブ】※ネタバレあり,2025-08-19T15:36:36Z,none,2025-08-19T10:01:49Z,2025-08-19T15:17:42Z,2025-08-19T10:00:00Z,5.26,180604,6846,83
@HakuiKoyori,yZJ9IZDTm-w,【 #朝こよ 】告知アリ！火曜日の朝は朝こよ～～～！☀ #246 【博衣こより/hololive】,2025-08-18T23:09:41Z,none,2025-08-18T22:00:31Z,2025-08-18T23:06:13Z,2025-08-18T22:00:00Z,1.09,90669,7600,65
@HakuiKoyori,toelgnW_D-o,【ドラゴンボールZ KAKAROT】夏だ！初見だ！ドラゴンボールだ！セル編後編！！！！！ #5 【博衣こより/ホロライブ】※ネタバレあり,2025-08-18T16:11:56Z,none,2025-08-18T09:59:41Z,2025-08-18T15:52:19Z,2025-08-18T10:00:00Z,5.88,203833,7495,68
@TakaneLui,zV7LoDvQsdI,【 同時視聴/Watchalong 】『ウマ娘 プリティーダービー Season 2』第9～13話＋各話のモデルになった実際のレース【鷹嶺ルイ/ホロライブ】,2025-08-24T16:22:06Z,none,2025-08-24T13:01:47Z,2025-08-24T16:13:29Z,2025-08-24T13:00:00Z,3.19,31834,2848,22
@TakaneLui,izpTuvovjpk,【 龍が如く極 】ラストクエストをうけて本当の最終回☺：YAKUZA KIWAMI【鷹嶺ルイ/ホロライブ】※ネタバレあり,2025-08-24T09:30:50Z,none,2025-08-24T07:03:43Z,2025-08-24T09:21:42Z,2025-08-24T07:00:00Z,2.3,41798,3041,32
@TakaneLui,wt48oiYFeeI,【 新潟2歳S & キーンランドC 】夏競馬‼今回勝てるかな・・・（心配）【鷹嶺ルイ/ホロライブ】,2025-08-24T07:28:13Z,none,2025-08-24T05:31:15Z,2025-08-24T07:01:42Z,2025-08-24T05:30:00Z,1.51,44728,3110,17
@TakaneLui,qrfmoPw0SBc,【 龍が如く極 】ポケサーマスターになって最終回を迎えるぞ！：YAKUZA KIWAMI【鷹嶺ルイ/ホロライブ】※ネタバレあり,2025-08-23T11:55:44Z,none,2025-08-23T02:59:49Z,2025-08-23T10:06:28Z,2025-08-23T03:00:00Z,7.11,68775,4035,28
@TakaneLui,DbarYmIVi_g,【 定期雑談 】今週は仕事が忙しかった☺ #もう金ルイ 【鷹嶺ルイ/ホロライブ】,2025-08-22T16:27:15Z,none,2025-08-22T14:02:43Z,2025-08-22T16:19:57Z,2025-08-22T14:00:00Z,2.29,38267,4087,30
@ShishiroBotan,sa6m0dmVjvE,【V Rising】城を作って敵を倒して装備を作るヴァンパイアサバイバル！【獅白ぼたん/ホロライブ】,2025-08-24T14:23:52Z,none,2025-08-24T10:00:45Z,2025-08-24T13:32:09Z,2025-08-24T10:00:00Z,3.52,122187,7609,24
@ShishiroBotan,GroUCXeVHbg,【#ホロ7DTDハード Day11】雪原生活！次の襲撃にそなえるぞ～！❅【獅白ぼたん/ホロライブ】,2025-08-22T16:40:58Z,none,2025-08-22T13:01:21Z,2025-08-22T16:27:08Z,2025-08-22T13:00:00Z,3.43,81668,5934,25
@ShishiroBotan,yxKFOmn7kGo,【#ホロ7DTDハード Day10】次なる大地は雪原！お引越しするぞ～！❅【獅白ぼたん/ホロライブ】,2025-08-20T15:53:13Z,none,2025-08-20T13:01:13Z,2025-08-20T15:37:04Z,2025-08-20T13:00:00Z,2.6,85432,6200,29
@ShishiroBotan,RXKr4yMylEE,【Bum Simulator】ぺこちゃんからもらったゲーム！浮浪者スローライフはじまる！【獅白ぼたん/ホロライブ】,2025-08-18T13:39:08Z,none,2025-08-18T11:00:57Z,2025-08-18T13:28:22Z,2025-08-18T11:00:00Z,2.46,141578,8652,55
@kazamairoha,wHsNb6213ig,【告知あり】縦型歌枠🎤最後にプチ告知💡【風真いろは/ホロライブ】#shrots,2025-08-24T11:09:58Z,none,2025-08-24T10:00:02Z,2025-08-24T11:05:37Z,2025-08-24T10:00:00Z,1.09,124154,10913,81
@kazamairoha,AqJopALX_m0,【Cuphead】#あずいろ夏合宿 カップヘッドクリアなるか⁉part2【AZKi&風真いろは/ホロライブ】,2025-08-23T12:30:19Z,none,2025-08-23T05:01:56Z,2025-08-23T11:59:52Z,2025-08-23T05:00:00Z,6.97,233702,11334,94
@kazamairoha,mwhcZmc6-s8,【Cuphead】オフコラボ🏠#あずいろ夏合宿 🌻クリア耐久!?【AZKi&風真いろは/ホロライブ】,2025-08-22T21:05:29Z,none,2025-08-22T10:02:47Z,2025-08-22T20:21:04Z,2025-08-22T10:00:00Z,10.3,293906,14938,101
@kazamairoha,_I8m4ZBmmlk,【Minecraft】久々エンドラRTA🔥おぼえてるかな！？【風真いろは/ホロライブ】,2025-08-19T16:45:43Z,none,2025-08-19T10:01:59Z,2025-08-19T16:22:49Z,2025-08-19T10:00:00Z,6.35,175576,9671,71
@YubariRei,iX8eFwTORyI,高度な容疑者AIを華麗に問い詰めて全部吐かせます【ドキドキAI尋問ゲーム】新人VTuber悠針れい #ゆうばりタイム,2025-08-23T05:43:01Z,none,2025-08-23T03:59:58Z,2025-08-23T05:26:32Z,2025-08-23T04:00:00Z,1.44,14878,2795,87
@YubariRei,3EuYg_hm1Hs,陽キャになり損ねた悠針れいのオタク遍歴を聞いてください | 新人VTuber悠針れい #ゆうばりタイム,2025-08-21T05:02:33Z,none,2025-08-21T03:59:35Z,2025-08-21T04:49:29Z,2025-08-21T04:00:00Z,0.83,30673,3901,145
@YubariRei,4nO5gWwp3MU,【キモいとおもろい】みんなの忘れられない「虫」「変なTシャツ」エピソードがやばい！新人VTuber悠針れい #ゆうばりタイム,2025-08-19T05:12:31Z,none,2025-08-19T03:59:39Z,2025-08-19T05:01:19Z,2025-08-19T04:00:00Z,1.03,16412,2890,92
@RindoChihaya,og9isVtPjbM,【Minecraft】マイクラバーサス！FGかつぞ～～～～！【#輪堂千速 / #hololivedev_is #FLOWGLOW 】,2025-08-23T13:44:01Z,none,2025-08-23T08:59:07Z,2025-08-23T12:52:07Z,2025-08-23T08:45:00Z,3.88,94936,4883,113
@RindoChihaya,vT77HoEuKEc,【 #ホロ7DTDハード 】雪山でクエストこなすど～～～！【#輪堂千速 / #hololivedev_is #FLOWGLOW 】,2025-08-22T16:40:45Z,none,2025-08-22T13:01:11Z,2025-08-22T16:26:50Z,2025-08-22T13:00:00Z,3.43,65120,5204,100
@RindoChihaya,g1c7zdkKPvA,【 縦型歌枠/KARAOKE】　金曜日お疲れ様！！【 #輪堂千速 / #hololivedev_is #FLOWGLOW 】,2025-08-22T10:55:18Z,none,2025-08-22T09:00:36Z,2025-08-22T10:40:17Z,,1.66,74713,6538,122
@RindoChihaya,kNFiSEYSUeo,【雑談/chat 】お話ししませんか？？【#輪堂千速 / #hololivedev_is #FLOWGLOW 】,2025-08-21T15:17:23Z,none,2025-08-21T12:31:58Z,2025-08-21T15:09:12Z,2025-08-21T12:30:00Z,2.62,112160,9564,203
@RindoChihaya,ztlSO8MR3OY,【 #ホロ7DTDハード 】今日こそ！雪山にお引越しだ～～～～！【#輪堂千速 / #hololivedev_is #FLOWGLOW 】,2025-08-20T15:47:31Z,none,2025-08-20T13:00:54Z,2025-08-20T15:37:47Z,2025-08-20T13:00:00Z,2.61,44139,4366,110
@RindoChihaya,lj5Vw1q9UYk,【#ホロ突発アモアス】緊急でアモアスぷれいしてます！！！！？【#輪堂千速 / #hololivedev_is #FLOWGLOW 】,2025-08-19T14:58:37Z,none,2025-08-19T13:45:19Z,2025-08-19T14:45:26Z,2025-08-19T13:45:00Z,1.0,40322,3970,113
